direction,ontology,line,go.id,term,annotated,significant,expected,rank_in_ks,fisher,ks
down,MF,Ara+4,GO:0015662,"ion transmembrane transporter activity, ...",6,1,0.2,473,0.18635,0.9161
down,MF,Ara+4,GO:0016453,C-acetyltransferase activity,6,1,0.2,491,0.18635,0.9467
down,MF,Ara+4,GO:0015318,inorganic molecular entity transmembrane...,168,8,5.48,27,0.20309,0.0248
down,MF,Ara+4,GO:0003712,transcription coregulator activity,7,1,0.23,66,0.21388,0.1012
down,MF,Ara+4,GO:0003714,transcription corepressor activity,7,1,0.23,67,0.21388,0.1012
down,MF,Ara+4,GO:0016408,C-acyltransferase activity,7,1,0.23,453,0.21388,0.8657
down,MF,Ara+4,GO:0016638,"oxidoreductase activity, acting on the C...",7,1,0.23,72,0.21388,0.1029
down,MF,Ara+4,GO:0016989,sigma factor antagonist activity,7,1,0.23,68,0.21388,0.1012
down,MF,Ara+4,GO:0032561,guanyl ribonucleotide binding,26,2,0.85,250,0.21824,0.4760
down,MF,Ara+5,GO:0015344,siderophore uptake transmembrane transpo...,8,5,0.4,319,1.5e-05,0.6314
down,MF,Ara+5,GO:0015343,siderophore transmembrane transporter ac...,13,6,0.65,130,1.9e-05,0.1651
down,MF,Ara+5,GO:0043211,ATPase-coupled carbohydrate transmembran...,6,4,0.3,500,8.7e-05,0.9793
down,MF,Ara+5,GO:0046906,tetrapyrrole binding,40,9,1.99,147,0.00012,0.2092
down,MF,Ara+5,GO:0020037,heme binding,35,8,1.74,84,0.00026,0.0808
down,MF,Ara+5,GO:0005363,maltose transmembrane transporter activi...,6,3,0.3,501,0.00226,0.9793
down,MF,Ara+5,GO:0016679,"oxidoreductase activity, acting on diphe...",8,3,0.4,279,0.00588,0.5616
down,MF,Ara+5,GO:0015154,disaccharide transmembrane transporter a...,9,3,0.45,477,0.00850,0.9414
down,MF,Ara+5,GO:0015144,carbohydrate transmembrane transporter a...,61,8,3.04,489,0.01056,0.9604
down,MF,Ara+5,GO:0015157,oligosaccharide transmembrane transporte...,10,3,0.5,487,0.01169,0.9572
down,MF,Ara+5,GO:0072509,divalent inorganic cation transmembrane ...,10,3,0.5,505,0.01169,0.9824
down,MF,Ara+5,GO:0046915,transition metal ion transmembrane trans...,20,4,1,454,0.01612,0.9072
down,MF,Ara+5,GO:0048037,cofactor binding,274,22,13.65,4,0.01708,3.4e-05
down,MF,Ara+5,GO:0022857,transmembrane transporter activity,364,27,18.14,99,0.02228,0.1092
down,MF,Ara+5,GO:0005215,transporter activity,381,28,18.98,152,0.02233,0.2166
down,MF,Ara+5,GO:0005381,iron ion transmembrane transporter activ...,5,2,0.25,507,0.02297,0.9849
down,MF,Ara+5,GO:0019904,protein domain specific binding,14,3,0.7,113,0.03058,0.1383
down,MF,Ara+5,GO:0008144,drug binding,193,16,9.62,214,0.03127,0.3635
down,MF,Ara+5,GO:0004748,ribonucleoside-diphosphate reductase act...,6,2,0.3,464,0.03333,0.9172
down,MF,Ara+5,GO:0015146,pentose transmembrane transporter activi...,6,2,0.3,495,0.03333,0.9719
down,MF,Ara+5,GO:0016682,"oxidoreductase activity, acting on diphe...",6,2,0.3,189,0.03333,0.3041
down,MF,Ara+5,GO:0016728,"oxidoreductase activity, acting on CH or...",6,2,0.3,465,0.03333,0.9172
down,MF,Ara+5,GO:0061731,ribonucleoside-diphosphate reductase act...,6,2,0.3,466,0.03333,0.9172
down,MF,Ara+5,GO:0070011,"peptidase activity, acting on L-amino ac...",75,8,3.74,502,0.03347,0.9802
down,MF,Ara+5,GO:0008233,peptidase activity,77,8,3.84,476,0.03837,0.9361
down,MF,Ara+5,GO:0042910,xenobiotic transmembrane transporter act...,26,4,1.3,247,0.03937,0.4873
down,MF,Ara+5,GO:0004175,endopeptidase activity,38,5,1.89,486,0.04025,0.9566
down,MF,Ara+5,GO:0022884,macromolecule transmembrane transporter ...,16,3,0.8,322,0.04371,0.6519
down,MF,Ara+5,GO:0003712,transcription coregulator activity,7,2,0.35,53,0.04514,0.0369
down,MF,Ara+5,GO:0003714,transcription corepressor activity,7,2,0.35,54,0.04514,0.0369
down,MF,Ara+5,GO:0015647,peptidoglycan transmembrane transporter ...,7,2,0.35,262,0.04514,0.5225
down,MF,Ara+5,GO:0016989,sigma factor antagonist activity,7,2,0.35,55,0.04514,0.0369
down,MF,Ara+5,GO:0140096,"catalytic activity, acting on a protein",155,13,7.72,383,0.04638,0.7926
down,MF,Ara+5,GO:0015036,disulfide oxidoreductase activity,18,3,0.9,498,0.05920,0.9775
down,MF,Ara+5,GO:0042626,ATPase-coupled transmembrane transporter...,43,5,2.14,199,0.06325,0.3282
down,MF,Ara+5,GO:0030170,pyridoxal phosphate binding,44,5,2.19,227,0.06859,0.4126
down,MF,Ara+5,GO:0070279,vitamin B6 binding,44,5,2.19,228,0.06859,0.4126
down,MF,Ara+5,GO:0004252,serine-type endopeptidase activity,9,2,0.45,494,0.07243,0.9687
down,MF,Ara+5,GO:0016725,"oxidoreductase activity, acting on CH or...",9,2,0.45,503,0.07243,0.9803
down,MF,Ara+5,GO:0019213,deacetylase activity,9,2,0.45,497,0.07243,0.9732
down,MF,Ara+5,GO:1901618,organic hydroxy compound transmembrane t...,9,2,0.45,88,0.07243,0.0853
down,MF,Ara+5,GO:0015145,monosaccharide transmembrane transporter...,20,3,1,452,0.07691,0.9069
down,MF,Ara+5,GO:0051119,sugar transmembrane transporter activity,20,3,1,453,0.07691,0.9069
down,MF,Ara+5,GO:0015399,primary active transmembrane transporter...,49,5,2.44,107,0.09885,0.1231
down,MF,Ara+5,GO:0042277,peptide binding,11,2,0.55,520,0.10364,0.9981
down,MF,Ara+5,GO:0019842,vitamin binding,67,6,3.34,70,0.12016,0.0592
down,MF,Ara+5,GO:0005506,iron ion binding,43,4,2.14,492,0.17018,0.9632
down,MF,Ara+5,GO:0046873,metal ion transmembrane transporter acti...,43,4,2.14,406,0.17018,0.8381
down,MF,Ara+5,GO:0016151,nickel cation binding,15,2,0.75,17,0.17388,0.0023
down,MF,Ara+5,GO:0016645,"oxidoreductase activity, acting on the C...",15,2,0.75,357,0.17388,0.7428
down,MF,Ara+5,GO:0036094,small molecule binding,337,21,16.79,24,0.17765,0.0038
down,MF,Ara+5,GO:0016491,oxidoreductase activity,338,21,16.84,2,0.18130,2.4e-07
down,MF,Ara+5,GO:0035639,purine ribonucleoside triphosphate bindi...,127,9,6.33,293,0.18999,0.5897
down,MF,Ara+5,GO:0016811,"hydrolase activity, acting on carbon-nit...",30,3,1.49,525,0.19160,0.9999
down,MF,Ara+5,GO:0005525,GTP binding,16,2,0.8,474,0.19247,0.9341
down,MF,Ara+5,GO:1904680,peptide transmembrane transporter activi...,46,4,2.29,36,0.20124,0.0117
down,MF,Ara+5,GO:0030246,carbohydrate binding,17,2,0.85,356,0.21131,0.7418
down,MF,Ara+5,GO:0051082,unfolded protein binding,17,2,0.85,519,0.21131,0.9971
down,MF,Ara+5,GO:0001072,transcription antitermination factor act...,5,1,0.25,339,0.22881,0.7044
down,MF,Ara+5,GO:0003984,acetolactate synthase activity,5,1,0.25,506,0.22881,0.9826
down,MF,Ara+5,GO:0004312,fatty acid synthase activity,5,1,0.25,186,0.22881,0.2968
down,MF,Ara+5,GO:0005375,copper ion transmembrane transporter act...,5,1,0.25,511,0.22881,0.9912
down,MF,Ara+5,GO:0015620,ferric-enterobactin transmembrane transp...,5,1,0.25,35,0.22881,0.0100
down,MF,Ara+5,GO:0016615,malate dehydrogenase activity,5,1,0.25,135,0.22881,0.1827
down,MF,Ara+5,GO:0019202,amino acid kinase activity,5,1,0.25,172,0.22881,0.2696
down,CC,Ara-1,GO:0009288,bacterial-type flagellum,7,7,0.26,108,8.7e-11,0.98592
down,CC,Ara-1,GO:0009424,bacterial-type flagellum hook,6,6,0.23,107,2.5e-09,0.98591
down,CC,Ara-1,GO:0042995,cell projection,29,8,1.1,110,6.8e-06,0.99723
down,CC,Ara-1,GO:0043190,ATP-binding cassette (ABC) transporter c...,102,11,3.85,62,0.0013,0.49784
down,CC,Ara-1,GO:0098533,ATPase dependent transmembrane transport...,105,11,3.97,69,0.0016,0.58908
down,CC,Ara-1,GO:0055052,ATP-binding cassette (ABC) transporter c...,35,6,1.32,84,0.0016,0.78870
down,CC,Ara-1,GO:1902495,transmembrane transporter complex,111,11,4.19,64,0.0025,0.53057
down,CC,Ara-1,GO:1990351,transporter complex,111,11,4.19,65,0.0025,0.53057
down,CC,Ara-1,GO:0098797,plasma membrane protein complex,135,11,5.1,40,0.0112,0.27475
down,CC,Ara-1,GO:0030313,cell envelope,230,15,8.69,101,0.0229,0.92941
down,CC,Ara-1,GO:0031975,envelope,230,15,8.69,102,0.0229,0.92941
down,CC,Ara-1,GO:0098796,membrane protein complex,170,12,6.42,36,0.0238,0.24037
down,CC,Ara-1,GO:0031237,intrinsic component of periplasmic side ...,7,2,0.26,38,0.0262,0.26607
down,CC,Ara-1,GO:0042597,periplasmic space,155,11,5.86,105,0.0291,0.96312
down,CC,Ara-1,GO:0030288,outer membrane-bounded periplasmic space,142,10,5.37,96,0.0386,0.87162
down,CC,Ara-1,GO:0043228,non-membrane-bounded organelle,85,7,3.21,7,0.0390,9.8e-10
down,CC,Ara-1,GO:0098567,periplasmic side of plasma membrane,9,2,0.34,55,0.0428,0.44452
down,CC,Ara-1,GO:0043226,organelle,95,7,3.59,10,0.0645,3.8e-08
down,CC,Ara-1,GO:0110165,cellular anatomical entity,2259,88,85.36,30,0.0647,0.06853
down,CC,Ara-1,GO:0031233,intrinsic component of external side of ...,19,2,0.72,77,0.1596,0.73817
down,CC,Ara-1,GO:0009897,external side of plasma membrane,21,2,0.79,88,0.1870,0.81744
down,CC,Ara-1,GO:0098552,side of membrane,61,4,2.3,85,0.1968,0.79605
down,CC,Ara-1,GO:0009986,cell surface,22,2,0.83,93,0.2009,0.85082
down,CC,Ara-1,GO:0046930,pore complex,6,1,0.23,17,0.2065,0.00230
down,CC,Ara-1,GO:0016020,membrane,1138,47,43,82,0.2233,0.77701
down,CC,Ara-1,GO:0009279,cell outer membrane,90,5,3.4,71,0.2513,0.63338
down,CC,Ara-1,GO:0030312,external encapsulating structure,93,5,3.51,73,0.2733,0.65753
down,CC,Ara-1,GO:0071944,cell periphery,1031,42,38.96,106,0.2881,0.96918
down,CC,Ara-1,GO:0019867,outer membrane,95,5,3.59,75,0.2881,0.67305
down,CC,Ara-1,GO:0031225,anchored component of membrane,9,1,0.34,109,0.2934,0.99468
down,CC,Ara-1,GO:0031234,extrinsic component of cytoplasmic side ...,11,1,0.42,34,0.3460,0.14642
down,CC,Ara-1,GO:0045203,integral component of cell outer membran...,11,1,0.42,78,0.3460,0.75775
down,CC,Ara-1,GO:0031224,intrinsic component of membrane,611,25,23.09,104,0.3576,0.95724
down,CC,Ara-1,GO:0005886,plasma membrane,943,37,35.63,100,0.4213,0.92577
down,CC,Ara-1,GO:0005575,cellular_component,2312,88,87.36,28,0.5184,0.02978
down,CC,Ara-1,GO:0019897,extrinsic component of plasma membrane,19,1,0.72,41,0.5204,0.29619
down,CC,Ara-1,GO:0016021,integral component of membrane,579,22,21.88,89,0.5300,0.83230
down,CC,Ara-1,GO:0009289,pilus,22,1,0.83,92,0.5731,0.83754
down,CC,Ara-1,GO:0019898,extrinsic component of membrane,22,1,0.83,37,0.5731,0.26290
down,CC,Ara-1,GO:0031226,intrinsic component of plasma membrane,464,17,17.53,90,0.6014,0.83431
down,CC,Ara-1,GO:0009898,cytoplasmic side of plasma membrane,24,1,0.91,42,0.6051,0.31521
down,CC,Ara-1,GO:0098562,cytoplasmic side of membrane,24,1,0.91,43,0.6051,0.31521
down,CC,Ara-1,GO:0031230,intrinsic component of cell outer membra...,28,1,1.06,83,0.6621,0.77960
down,CC,Ara-1,GO:0005887,integral component of plasma membrane,449,15,16.97,74,0.7468,0.67259
down,CC,Ara-1,GO:0032991,protein-containing complex,441,14,16.66,16,0.8082,0.00030
down,CC,Ara-1,GO:0032993,protein-DNA complex,50,1,1.89,81,0.8573,0.76782
down,CC,Ara-1,GO:1990204,oxidoreductase complex,56,1,2.12,18,0.8873,0.00335
down,CC,Ara-1,GO:0005829,cytosol,975,28,36.84,15,0.9813,0.00020
down,CC,Ara-1,GO:0005737,cytoplasm,1082,31,40.88,14,0.9887,0.00011
down,CC,Ara-1,GO:0005622,intracellular,1138,32,43,13,0.9941,1.2e-05
down,CC,Ara-1,GO:1902494,catalytic complex,132,1,4.99,27,0.9947,0.02152
down,CC,Ara-1,GO:0000502,proteasome complex,5,0,0.19,46,1.0000,0.35274
down,CC,Ara-1,GO:0005694,chromosome,8,0,0.3,29,1.0000,0.04693
down,CC,Ara-1,GO:0005739,mitochondrion,8,0,0.3,63,1.0000,0.53020
down,CC,Ara-1,GO:0005840,ribosome,60,0,2.27,5,1.0000,4.4e-12
down,CC,Ara-1,GO:0009295,nucleoid,6,0,0.23,22,1.0000,0.00447
down,CC,Ara-1,GO:0009325,nitrate reductase complex,6,0,0.23,59,1.0000,0.47176
down,CC,Ara-1,GO:0009326,formate dehydrogenase complex,6,0,0.23,53,1.0000,0.38857
down,CC,Ara-1,GO:0009360,DNA polymerase III complex,9,0,0.34,80,1.0000,0.76727
down,CC,Ara-1,GO:0009375,ferredoxin hydrogenase complex,6,0,0.23,39,1.0000,0.26678
down,CC,Ara-1,GO:0009376,HslUV protease complex,5,0,0.19,47,1.0000,0.35274
down,CC,Ara-1,GO:0015934,large ribosomal subunit,32,0,1.21,8,1.0000,2.3e-08
down,CC,Ara-1,GO:0015935,small ribosomal subunit,25,0,0.94,11,1.0000,1.2e-06
down,CC,Ara-1,GO:0016469,proton-transporting two-sector ATPase co...,8,0,0.3,60,1.0000,0.48456
down,CC,Ara-1,GO:0022625,cytosolic large ribosomal subunit,32,0,1.21,9,1.0000,2.3e-08
down,CC,Ara-2,GO:0045271,respiratory chain complex I,15,11,1.86,106,8.5e-08,0.99807
down,CC,Ara-2,GO:0045272,plasma membrane respiratory chain comple...,15,11,1.86,107,8.5e-08,0.99807
down,CC,Ara-2,GO:0030964,NADH dehydrogenase complex,16,11,1.98,105,2.4e-07,0.99794
down,CC,Ara-2,GO:0009288,bacterial-type flagellum,7,7,0.87,90,4.5e-07,0.81911
down,CC,Ara-2,GO:0009424,bacterial-type flagellum hook,6,6,0.74,91,3.7e-06,0.84081
down,CC,Ara-2,GO:0070469,respirasome,23,12,2.85,85,4.5e-06,0.76089
down,CC,Ara-2,GO:0070470,plasma membrane respirasome,23,12,2.85,86,4.5e-06,0.76089
down,CC,Ara-2,GO:0098803,respiratory chain complex,23,12,2.85,87,4.5e-06,0.76089
down,CC,Ara-2,GO:0098797,plasma membrane protein complex,135,35,16.72,20,9.3e-06,0.12606
down,CC,Ara-2,GO:0098796,membrane protein complex,171,41,21.18,80,1.3e-05,0.63833
down,CC,Ara-2,GO:1990204,oxidoreductase complex,56,18,6.94,70,8.2e-05,0.49789
down,CC,Ara-2,GO:0070069,cytochrome complex,8,6,0.99,93,8.2e-05,0.91416
down,CC,Ara-2,GO:0005886,plasma membrane,966,150,119.63,110,0.00016,1.00000
down,CC,Ara-2,GO:0016020,membrane,1165,170,144.28,109,0.00159,0.99906
down,CC,Ara-2,GO:0071944,cell periphery,1058,156,131.02,108,0.00199,0.99850
down,CC,Ara-2,GO:0043190,ATP-binding cassette (ABC) transporter c...,102,22,12.63,22,0.00603,0.13086
down,CC,Ara-2,GO:1902495,transmembrane transporter complex,112,23,13.87,33,0.00938,0.21370
down,CC,Ara-2,GO:1990351,transporter complex,112,23,13.87,34,0.00938,0.21370
down,CC,Ara-2,GO:0098533,ATPase dependent transmembrane transport...,106,22,13.13,32,0.00967,0.20615
down,CC,Ara-2,GO:0042995,cell projection,35,9,4.33,84,0.02432,0.76057
down,CC,Ara-2,GO:0016021,integral component of membrane,589,87,72.94,102,0.03431,0.98603
down,CC,Ara-2,GO:0031234,extrinsic component of cytoplasmic side ...,11,4,1.36,98,0.03870,0.94977
down,CC,Ara-2,GO:0031224,intrinsic component of membrane,621,89,76.91,103,0.06481,0.99104
down,CC,Ara-2,GO:0005887,integral component of plasma membrane,458,66,56.72,99,0.09988,0.95484
down,CC,Ara-2,GO:0055052,ATP-binding cassette (ABC) transporter c...,35,7,4.33,11,0.13837,0.03892
down,CC,Ara-2,GO:0031226,intrinsic component of plasma membrane,473,66,58.58,95,0.16281,0.93004
down,CC,Ara-2,GO:0046930,pore complex,6,2,0.74,89,0.16658,0.78435
down,CC,Ara-2,GO:0009898,cytoplasmic side of plasma membrane,24,5,2.97,96,0.17234,0.94815
down,CC,Ara-2,GO:0098562,cytoplasmic side of membrane,24,5,2.97,97,0.17234,0.94815
down,CC,Ara-2,GO:1902494,catalytic complex,132,20,16.35,13,0.20633,0.05422
down,CC,Ara-2,GO:0019897,extrinsic component of plasma membrane,19,4,2.35,100,0.20652,0.98230
down,CC,Ara-2,GO:0032991,protein-containing complex,444,60,54.99,77,0.26227,0.57857
down,CC,Ara-2,GO:0030288,outer membrane-bounded periplasmic space,145,21,17.96,53,0.26468,0.36170
down,CC,Ara-2,GO:0019898,extrinsic component of membrane,22,4,2.72,92,0.29291,0.86353
down,CC,Ara-2,GO:0042597,periplasmic space,158,21,19.57,47,0.41740,0.30301
down,CC,Ara-2,GO:0045203,integral component of cell outer membran...,12,2,1.49,94,0.45410,0.91843
down,CC,Ara-2,GO:0045273,respiratory chain complex II,5,1,0.62,17,0.48771,0.12027
down,CC,Ara-2,GO:0045274,plasma membrane respiratory chain comple...,5,1,0.62,18,0.48771,0.12027
down,CC,Ara-2,GO:0009295,nucleoid,6,1,0.74,48,0.55193,0.31070
down,CC,Ara-2,GO:0009326,formate dehydrogenase complex,6,1,0.74,104,0.55193,0.99676
down,CC,Ara-2,GO:0043590,bacterial nucleoid,6,1,0.74,49,0.55193,0.31070
down,CC,Ara-2,GO:0044569,[Ni-Fe] hydrogenase complex,6,1,0.74,101,0.55193,0.98540
down,CC,Ara-2,GO:0030313,cell envelope,236,29,29.23,74,0.57628,0.57575
down,CC,Ara-2,GO:0031975,envelope,236,29,29.23,75,0.57628,0.57575
down,CC,Ara-2,GO:0110165,cellular anatomical entity,2302,288,285.08,8,0.58680,0.02573
down,CC,Ara-2,GO:0060187,cell pole,7,1,0.87,36,0.60813,0.22443
down,CC,Ara-2,GO:1990391,DNA repair complex,7,1,0.87,64,0.60813,0.43915
down,CC,Ara-2,GO:0031225,anchored component of membrane,9,1,1.11,35,0.70032,0.22130
down,CC,Ara-2,GO:0043228,non-membrane-bounded organelle,86,9,10.65,27,0.76813,0.19338
down,CC,Ara-2,GO:0042575,DNA polymerase complex,11,1,1.36,83,0.77088,0.71548
down,CC,Ara-2,GO:0071575,integral component of external side of p...,11,1,1.36,88,0.77088,0.76399
down,CC,Ara-2,GO:0098552,side of membrane,61,6,7.55,81,0.79439,0.67607
down,CC,Ara-2,GO:0032993,protein-DNA complex,52,5,6.44,61,0.79846,0.41222
down,CC,Ara-2,GO:0005575,cellular_component,2357,294,291.89,4,0.84609,0.00011
down,CC,Ara-2,GO:0043226,organelle,96,9,11.89,23,0.86796,0.14422
down,CC,Ara-2,GO:0009289,pilus,28,2,3.47,21,0.88288,0.12885
down,CC,Ara-2,GO:0019867,outer membrane,99,9,12.26,65,0.89007,0.46096
down,CC,Ara-2,GO:0031230,intrinsic component of cell outer membra...,29,2,3.59,78,0.89473,0.58859
down,CC,Ara-2,GO:0009279,cell outer membrane,94,8,11.64,60,0.91848,0.41110
down,CC,Ara-2,GO:0031233,intrinsic component of external side of ...,19,1,2.35,59,0.92190,0.40899
down,CC,Ara-2,GO:0061695,"transferase complex, transferring phosph...",19,1,2.35,66,0.92190,0.48765
down,CC,Ara-2,GO:0030312,external encapsulating structure,97,8,12.01,56,0.93374,0.38491
down,CC,Ara-2,GO:0009897,external side of plasma membrane,21,1,2.6,69,0.94036,0.49752
down,CC,Ara-2,GO:0009986,cell surface,22,1,2.72,62,0.94789,0.43604
down,CC,Ara-2,GO:0015935,small ribosomal subunit,25,1,3.1,44,0.96525,0.27901
down,CC,Ara-3,GO:0043228,non-membrane-bounded organelle,85,33,12.79,20,6.2e-08,0.04164
down,CC,Ara-3,GO:0043226,organelle,95,35,14.29,29,1.1e-07,0.08361
down,CC,Ara-3,GO:0045271,respiratory chain complex I,15,11,2.26,105,7.2e-07,0.98415
down,CC,Ara-3,GO:0045272,plasma membrane respiratory chain comple...,15,11,2.26,106,7.2e-07,0.98415
down,CC,Ara-3,GO:0022626,cytosolic ribosome,57,24,8.58,5,7.6e-07,0.00113
down,CC,Ara-3,GO:0044391,ribosomal subunit,57,24,8.58,6,7.6e-07,0.00113
down,CC,Ara-3,GO:0098796,membrane protein complex,170,50,25.58,65,8.3e-07,0.48784
down,CC,Ara-3,GO:0032991,protein-containing complex,440,101,66.2,18,1.4e-06,0.02734
down,CC,Ara-3,GO:1990904,ribonucleoprotein complex,59,24,8.88,7,1.6e-06,0.00213
down,CC,Ara-3,GO:0009288,bacterial-type flagellum,7,7,1.05,80,1.9e-06,0.74878
down,CC,Ara-3,GO:0030964,NADH dehydrogenase complex,16,11,2.41,108,2.0e-06,0.98864
down,CC,Ara-3,GO:0005840,ribosome,60,24,9.03,4,2.3e-06,0.00086
down,CC,Ara-3,GO:0009424,bacterial-type flagellum hook,6,6,0.9,81,1.2e-05,0.77461
down,CC,Ara-3,GO:0098797,plasma membrane protein complex,135,39,20.31,91,2.4e-05,0.93097
down,CC,Ara-3,GO:0042995,cell projection,26,13,3.91,92,3.2e-05,0.93754
down,CC,Ara-3,GO:0043232,intracellular non-membrane-bounded organ...,78,26,11.74,8,4.3e-05,0.00883
down,CC,Ara-3,GO:0043229,intracellular organelle,88,28,13.24,17,5.6e-05,0.02385
down,CC,Ara-3,GO:1904176,carbon phosphorus lyase complex,5,5,0.75,104,8.2e-05,0.97878
down,CC,Ara-3,GO:0015934,large ribosomal subunit,32,14,4.81,11,0.00010,0.01750
down,CC,Ara-3,GO:0022625,cytosolic large ribosomal subunit,32,14,4.81,12,0.00010,0.01750
down,CC,Ara-3,GO:0070469,respirasome,23,11,3.46,100,0.00022,0.96598
down,CC,Ara-3,GO:0070470,plasma membrane respirasome,23,11,3.46,101,0.00022,0.96598
down,CC,Ara-3,GO:0098803,respiratory chain complex,23,11,3.46,102,0.00022,0.96598
down,CC,Ara-3,GO:1902495,transmembrane transporter complex,111,30,16.7,87,0.00079,0.88277
down,CC,Ara-3,GO:1990351,transporter complex,111,30,16.7,88,0.00079,0.88277
down,CC,Ara-3,GO:0098533,ATPase dependent transmembrane transport...,105,28,15.8,86,0.00148,0.87022
down,CC,Ara-3,GO:0043190,ATP-binding cassette (ABC) transporter c...,102,27,15.35,85,0.00202,0.86045
down,CC,Ara-3,GO:0015935,small ribosomal subunit,25,10,3.76,15,0.00236,0.02006
down,CC,Ara-3,GO:0022627,cytosolic small ribosomal subunit,25,10,3.76,16,0.00236,0.02006
down,CC,Ara-3,GO:0055052,ATP-binding cassette (ABC) transporter c...,35,12,5.27,41,0.00406,0.20410
down,CC,Ara-3,GO:0016021,integral component of membrane,577,108,86.81,90,0.00581,0.90986
down,CC,Ara-3,GO:1990204,oxidoreductase complex,55,15,8.27,79,0.01491,0.73900
down,CC,Ara-3,GO:0016020,membrane,1130,192,170.01,103,0.01601,0.97434
down,CC,Ara-3,GO:0031224,intrinsic component of membrane,609,110,91.63,89,0.01728,0.89686
down,CC,Ara-3,GO:0005887,integral component of plasma membrane,447,83,67.25,95,0.02116,0.95494
down,CC,Ara-3,GO:0070069,cytochrome complex,8,4,1.2,82,0.02268,0.79696
down,CC,Ara-3,GO:0031226,intrinsic component of plasma membrane,462,84,69.51,99,0.03393,0.96380
down,CC,Ara-3,GO:0005886,plasma membrane,935,159,140.67,96,0.03537,0.95671
down,CC,Ara-3,GO:0009289,pilus,19,6,2.86,94,0.05761,0.95410
down,CC,Ara-3,GO:0071944,cell periphery,1023,170,153.91,93,0.06653,0.95285
down,CC,Ara-3,GO:1902494,catalytic complex,131,26,19.71,67,0.08954,0.52796
down,CC,Ara-3,GO:0033178,proton-transporting two-sector ATPase co...,5,2,0.75,30,0.17028,0.08550
down,CC,Ara-3,GO:0045261,proton-transporting ATP synthase complex...,5,2,0.75,31,0.17028,0.08550
down,CC,Ara-3,GO:0009295,nucleoid,6,2,0.9,109,0.23058,0.99982
down,CC,Ara-3,GO:0043590,bacterial nucleoid,6,2,0.9,110,0.23058,0.99982
down,CC,Ara-3,GO:0046930,pore complex,6,2,0.9,33,0.23058,0.12158
down,CC,Ara-3,GO:0098561,methyl accepting chemotaxis protein comp...,7,2,1.05,107,0.29190,0.98829
down,CC,Ara-3,GO:0061695,"transferase complex, transferring phosph...",19,4,2.86,83,0.32958,0.81283
down,CC,Ara-3,GO:0016469,proton-transporting two-sector ATPase co...,8,2,1.2,9,0.35252,0.01379
down,CC,Ara-3,GO:0045259,proton-transporting ATP synthase complex,8,2,1.2,10,0.35252,0.01379
down,CC,Ara-3,GO:0031225,anchored component of membrane,9,2,1.35,43,0.41121,0.25616
down,CC,Ara-3,GO:1990234,transferase complex,35,6,5.27,69,0.45164,0.55724
down,CC,Ara-3,GO:0031234,extrinsic component of cytoplasmic side ...,10,2,1.5,60,0.46716,0.42483
down,CC,Ara-3,GO:0043227,membrane-bounded organelle,10,2,1.5,97,0.46716,0.95945
down,CC,Ara-3,GO:0043231,intracellular membrane-bounded organelle,10,2,1.5,98,0.46716,0.95945
down,CC,Ara-3,GO:0045203,integral component of cell outer membran...,11,2,1.65,84,0.51983,0.83917
down,CC,Ara-3,GO:0000502,proteasome complex,5,1,0.75,55,0.56453,0.40631
down,CC,Ara-3,GO:0009376,HslUV protease complex,5,1,0.75,56,0.56453,0.40631
down,CC,Ara-3,GO:0031522,cell envelope Sec protein transport comp...,5,1,0.75,51,0.56453,0.36211
down,CC,Ara-3,GO:0031597,cytosolic proteasome complex,5,1,0.75,57,0.56453,0.40631
down,CC,Ara-3,GO:1905368,peptidase complex,5,1,0.75,58,0.56453,0.40631
down,CC,Ara-3,GO:1905369,endopeptidase complex,5,1,0.75,59,0.56453,0.40631
down,CC,Ara-3,GO:0031237,intrinsic component of periplasmic side ...,7,1,1.05,73,0.68790,0.58553
down,CC,Ara-3,GO:0042597,periplasmic space,155,22,23.32,36,0.68998,0.13657
down,CC,Ara-3,GO:0005739,mitochondrion,8,1,1.2,78,0.73581,0.73118
down,CC,Ara-4,GO:0009288,bacterial-type flagellum,7,7,0.6,97,3.7e-08,0.91478
down,CC,Ara-4,GO:0042995,cell projection,34,14,2.91,102,3.1e-07,0.98903
down,CC,Ara-4,GO:0009424,bacterial-type flagellum hook,6,6,0.51,98,4.4e-07,0.92274
down,CC,Ara-4,GO:0043190,ATP-binding cassette (ABC) transporter c...,102,19,8.73,29,0.0011,0.28378
down,CC,Ara-4,GO:0016021,integral component of membrane,589,71,50.39,106,0.0012,0.99307
down,CC,Ara-4,GO:0031224,intrinsic component of membrane,621,74,53.12,105,0.0013,0.99256
down,CC,Ara-4,GO:1902495,transmembrane transporter complex,112,20,9.58,20,0.0014,0.16143
down,CC,Ara-4,GO:1990351,transporter complex,112,20,9.58,21,0.0014,0.16143
down,CC,Ara-4,GO:0098533,ATPase dependent transmembrane transport...,106,19,9.07,28,0.0017,0.27806
down,CC,Ara-4,GO:0009289,pilus,27,7,2.31,104,0.0072,0.99131
down,CC,Ara-4,GO:0016020,membrane,1165,119,99.66,109,0.0106,0.99855
down,CC,Ara-4,GO:0046930,pore complex,6,3,0.51,74,0.0110,0.66561
down,CC,Ara-4,GO:0098797,plasma membrane protein complex,135,19,11.55,27,0.0245,0.25562
